labels,classes,predictions,time
Happy,3,"[8.7563023e-09 2.3209552e-24 3.4085995e-10 9.9999952e-01 3.9714326e-08
 3.7353169e-11 4.3048092e-07]",2025-03-15 13:31:49.692387
Happy,3,"[2.7331003e-05 1.6988198e-18 1.4104228e-06 9.9989450e-01 3.2981097e-05
 3.7732789e-07 4.3409887e-05]",2025-03-15 13:31:49.836345
Neutral,4,"[1.8075379e-02 4.4046107e-11 2.8425250e-02 3.1083697e-03 9.3933696e-01
 8.7331329e-03 2.3209525e-03]",2025-03-15 13:31:49.973407
Neutral,4,"[3.8686614e-03 5.5290023e-11 1.9666748e-03 1.1862456e-03 9.8885733e-01
 5.4884407e-05 4.0662773e-03]",2025-03-15 13:31:50.117858
Neutral,4,"[2.7461406e-02 6.2349625e-11 1.4731639e-02 1.0711079e-02 9.3953574e-01
 1.3766788e-03 6.1834757e-03]",2025-03-15 13:31:50.263354
Angry,0,"[8.4092206e-01 1.2394161e-09 1.5052642e-02 3.1729888e-02 9.6146137e-02
 1.2772557e-02 3.3766823e-03]",2025-03-15 13:31:50.408576
Neutral,4,"[2.1202820e-04 5.4361320e-12 1.4944418e-04 5.8363921e-06 9.9953139e-01
 7.1747541e-05 2.9639956e-05]",2025-03-15 13:31:50.546358
Neutral,4,"[2.3911534e-04 9.7077320e-12 8.2744649e-05 8.5018246e-06 9.9960941e-01
 1.8546207e-05 4.1637188e-05]",2025-03-15 13:31:50.679317
Neutral,4,"[8.7337543e-07 3.9780188e-13 6.3924767e-07 5.1962203e-08 9.9999213e-01
 3.6248700e-08 6.2566469e-06]",2025-03-15 13:31:50.827252
Neutral,4,"[6.2411783e-07 2.7807241e-13 5.1234298e-07 4.1412786e-08 9.9999380e-01
 2.9953654e-08 5.0276299e-06]",2025-03-15 13:31:50.972910
Neutral,4,"[3.2498792e-06 5.7789483e-13 2.8159773e-06 1.4769151e-07 9.9998629e-01
 3.7294234e-07 7.1408117e-06]",2025-03-15 13:31:51.106712
Neutral,4,"[1.1755992e-06 5.9505195e-13 5.7647912e-07 8.1170668e-08 9.9999011e-01
 2.4053110e-08 7.9869642e-06]",2025-03-15 13:31:51.244345
Neutral,4,"[8.6169450e-05 4.3787834e-12 4.7632653e-05 2.5543441e-06 9.9982542e-01
 1.3243706e-05 2.4975307e-05]",2025-03-15 13:31:51.415235
Sad,5,"[4.1327647e-05 6.0959862e-11 1.2156251e-03 4.7391568e-06 2.1810154e-03
 9.9655735e-01 7.0518570e-11]",2025-03-15 13:31:51.563602
Neutral,4,"[1.5196931e-01 7.9471685e-10 1.5844080e-01 7.3729893e-03 6.4461243e-01
 1.8710598e-02 1.8893722e-02]",2025-03-15 13:31:51.695119
Angry,0,"[8.3740002e-01 4.0433829e-08 1.5860656e-02 1.6953340e-03 1.3665143e-01
 3.5160258e-03 4.8764404e-03]",2025-03-15 13:31:51.930951
Neutral,4,"[2.3657341e-02 2.5550265e-10 6.0649775e-02 1.3982998e-03 8.9881951e-01
 5.0859107e-03 1.0389119e-02]",2025-03-15 13:31:52.067535
Neutral,4,"[1.7721280e-02 1.8854281e-10 4.1913670e-02 9.6611888e-04 9.2905217e-01
 4.6659331e-03 5.6808013e-03]",2025-03-15 13:31:52.209665
Neutral,4,"[9.4486795e-02 6.0458069e-11 2.1524385e-02 4.3756824e-02 8.0271733e-01
 3.6632299e-02 8.8235718e-04]",2025-03-15 13:31:52.349178
Neutral,4,"[3.2580495e-02 1.1722674e-10 1.9396381e-02 1.4815311e-03 9.2288911e-01
 2.3145029e-02 5.0739828e-04]",2025-03-15 13:31:52.485238
Neutral,4,"[1.7667820e-01 4.2302412e-10 2.6336201e-02 7.3487530e-03 7.5430244e-01
 3.4070760e-02 1.2635868e-03]",2025-03-15 13:31:52.630629
Neutral,4,"[2.1300759e-02 1.0844787e-10 2.0898169e-02 1.2821638e-03 9.1029346e-01
 4.6037164e-02 1.8830891e-04]",2025-03-15 13:31:52.760386
Neutral,4,"[1.0191050e-01 3.2232211e-10 2.1636413e-01 5.3920943e-02 4.3841565e-01
 4.0863715e-03 1.8530247e-01]",2025-03-15 13:31:52.909619
Happy,3,"[6.8673785e-03 1.1599207e-13 4.8122467e-03 9.4692630e-01 1.1623462e-02
 1.6686218e-04 2.9603826e-02]",2025-03-15 13:31:53.047592
Surprised,6,"[2.8228967e-02 3.5265579e-11 1.3197783e-01 1.4354241e-01 1.0476465e-01
 5.3198251e-04 5.9095418e-01]",2025-03-15 13:31:53.190879
Happy,3,"[6.6163490e-04 2.9634443e-16 2.6866092e-05 9.9875641e-01 4.3599465e-04
 2.0177135e-05 9.8935117e-05]",2025-03-15 13:31:53.333352
Happy,3,"[9.6205294e-02 2.7628644e-12 4.7780504e-03 8.4466672e-01 4.7814917e-02
 4.3851794e-03 2.1498974e-03]",2025-03-15 13:31:53.473293
Happy,3,"[2.9055565e-07 5.5261229e-22 7.4675146e-09 9.9999809e-01 4.5379326e-07
 2.7061389e-09 1.1800826e-06]",2025-03-15 13:31:53.631468
Happy,3,"[3.1926088e-08 1.3430873e-23 7.9538354e-10 9.9999952e-01 6.8874833e-08
 2.0534997e-10 3.9773315e-07]",2025-03-15 13:31:53.782961
Happy,3,"[2.1685906e-09 1.5956421e-25 7.9142484e-11 9.9999988e-01 9.0546175e-09
 1.1401511e-11 1.2715158e-07]",2025-03-15 13:31:53.919878
Happy,3,"[1.2268042e-11 2.8823937e-29 3.0253485e-13 1.0000000e+00 9.2810266e-11
 1.8320001e-14 1.0457544e-08]",2025-03-15 13:31:54.068698
Happy,3,"[2.8475646e-09 2.4879512e-25 8.4278716e-11 9.9999988e-01 1.0396567e-08
 1.3794619e-11 1.2983512e-07]",2025-03-15 13:31:54.222111
