labels,classes,predictions,time
Angry,0,"[3.2260391e-01 2.2174334e-05 1.7475912e-01 2.4850767e-03 1.9045378e-01
 3.0956018e-01 1.1573588e-04]",12:42.8
Neutral,4,"[9.5332250e-02 1.1196898e-06 1.8900679e-02 2.8461085e-03 7.2059554e-01
 1.6202325e-01 3.0118978e-04]",12:42.9
Neutral,4,"[6.0835026e-02 3.4559089e-06 6.0006753e-02 1.0111095e-04 5.6888914e-01
 3.1000805e-01 1.5652353e-04]",12:43.0
Sad,5,"[1.2666431e-01 2.1270860e-04 9.0436369e-02 1.4432203e-02 3.4362987e-01
 4.2436653e-01 2.5803744e-04]",12:43.1
Neutral,4,"[1.0309366e-01 3.4641492e-04 1.7887762e-02 7.4006338e-03 6.3906026e-01
 2.3213123e-01 8.0027174e-05]",12:43.2
Neutral,4,"[5.5611555e-02 1.5199198e-05 1.5240792e-02 3.3761650e-02 5.2091652e-01
 3.7442863e-01 2.5683270e-05]",12:43.3
Sad,5,"[1.25624299e-01 8.94473997e-05 5.82317822e-02 3.28595117e-02
 1.20463066e-01 6.62724733e-01 7.12215524e-06]",12:43.4
Sad,5,"[1.7959058e-01 2.8933270e-04 1.4218616e-01 5.2361105e-02 2.5677389e-01
 3.6848167e-01 3.1721918e-04]",12:43.5
Neutral,4,"[1.6521589e-01 2.0409397e-04 3.4053724e-02 1.1969141e-03 4.5805287e-01
 3.4090433e-01 3.7217009e-04]",12:43.6
Neutral,4,"[1.13042206e-01 1.24056329e-04 3.31800692e-02 7.31514245e-02
 3.95449370e-01 3.84966552e-01 8.64017566e-05]",12:43.7
Neutral,4,"[4.6340190e-02 8.1385078e-05 1.9184954e-02 8.9471914e-02 5.1366538e-01
 3.3109960e-01 1.5654176e-04]",12:43.9
Angry,0,"[0.36105075 0.00314549 0.07179566 0.10006787 0.31000608 0.1527804
 0.00115372]",12:44.0
Sad,5,"[2.9544204e-01 4.6876320e-04 1.1785465e-01 1.4110901e-02 6.0796067e-02
 5.0923723e-01 2.0903447e-03]",12:44.1
Sad,5,"[1.08923756e-01 3.84551167e-05 9.18016434e-02 2.27801572e-03
 2.43343979e-01 5.53061306e-01 5.52835001e-04]",12:44.2
Sad,5,"[1.6378865e-01 1.1089005e-03 1.1163102e-01 2.3945533e-02 2.0226541e-01
 4.9716297e-01 9.7528027e-05]",12:44.5
Sad,5,"[3.08487207e-01 1.55303103e-04 1.37718573e-01 7.12548010e-03
 1.20580554e-01 4.22488123e-01 3.44477664e-03]",12:44.6
Neutral,4,"[1.4170614e-01 2.4464208e-04 2.1478549e-02 4.7331030e-04 6.2614608e-01
 2.0673445e-01 3.2168790e-03]",12:44.7
Neutral,4,"[2.1464644e-01 1.7185639e-05 2.4417195e-02 7.3949523e-05 5.6226188e-01
 1.9582714e-01 2.7561884e-03]",12:44.9
Neutral,4,"[1.3107596e-01 3.0129235e-05 6.4298369e-02 4.5728392e-04 5.0616699e-01
 2.9776335e-01 2.0792107e-04]",12:45.0
Neutral,4,"[1.0264251e-01 2.2261771e-05 4.7317572e-02 5.2839977e-04 5.7361358e-01
 2.7569002e-01 1.8565025e-04]",12:45.1
Neutral,4,"[1.4528874e-01 9.8081953e-05 3.9536495e-02 8.5377815e-04 6.3055593e-01
 1.7859589e-01 5.0711208e-03]",12:45.2
Sad,5,"[2.2907898e-01 2.3069299e-05 2.1583790e-02 1.5935093e-03 2.7088329e-01
 4.7241241e-01 4.4249315e-03]",12:45.3
Neutral,4,"[1.0854290e-01 1.5692379e-04 1.1034774e-02 5.0992998e-03 7.1339720e-01
 1.6017622e-01 1.5927206e-03]",12:45.4
Neutral,4,"[5.9446156e-02 9.6919234e-07 7.4279392e-03 4.1469106e-05 7.0627695e-01
 2.2668734e-01 1.1913304e-04]",12:45.5
Neutral,4,"[1.5306628e-01 9.3705145e-05 2.0212578e-02 1.9344353e-04 6.7542869e-01
 1.5005103e-01 9.5430552e-04]",12:45.6
Neutral,4,"[1.3809876e-01 3.9169049e-07 8.8976678e-03 1.9220568e-04 4.6576285e-01
 3.8701382e-01 3.4363769e-05]",12:45.7
Neutral,4,"[1.3976283e-01 5.0095759e-06 1.9099461e-02 3.6480753e-03 5.6663036e-01
 2.7084738e-01 6.9001394e-06]",12:45.8
Neutral,4,"[1.1666517e-01 4.2436102e-05 1.1337216e-01 6.2625977e-04 4.2534524e-01
 3.4374088e-01 2.0774406e-04]",12:45.9
Sad,5,"[3.2566211e-01 1.6037936e-04 5.9216127e-02 2.6724071e-03 2.7878103e-01
 3.3348817e-01 1.9775031e-05]",12:46.0
Neutral,4,"[8.2939848e-02 8.0357023e-07 1.8870477e-02 6.6808620e-03 5.4261804e-01
 3.4886980e-01 2.0267995e-05]",12:46.3
Neutral,4,"[7.73376673e-02 9.68551612e-05 6.49833754e-02 5.20660216e-03
 5.61971545e-01 2.90281951e-01 1.22002566e-04]",12:46.4
Sad,5,"[0.19812332 0.00056106 0.0872784  0.00389777 0.20811312 0.5015244
 0.00050188]",12:46.5
Neutral,4,"[1.5943387e-01 3.4334178e-05 1.0740695e-01 3.5165377e-02 3.7982303e-01
 3.1812719e-01 9.2784849e-06]",12:46.6
Neutral,4,"[2.4836567e-01 2.4581183e-04 1.0332660e-02 1.9367266e-02 5.3821713e-01
 1.8222772e-01 1.2437421e-03]",12:47.2
Sad,5,"[1.4530605e-01 7.0803781e-04 8.2767598e-02 5.4805387e-02 1.1294163e-01
 6.0303348e-01 4.3777411e-04]",12:47.3
Neutral,4,"[0.27070734 0.00085191 0.06340799 0.00922214 0.4525359  0.1965416
 0.0067331 ]",12:47.5
Neutral,4,"[1.5925390e-01 7.3677506e-06 6.5089073e-03 1.5628924e-04 6.0562807e-01
 2.2837402e-01 7.1455615e-05]",12:47.9
Sad,5,"[3.1034964e-01 1.4141406e-04 8.4123746e-02 1.3387959e-02 2.7467510e-01
 3.1684056e-01 4.8157782e-04]",12:48.0
Angry,0,"[2.9361257e-01 6.3955398e-05 1.8089536e-01 5.2133733e-03 2.3519492e-01
 2.8483537e-01 1.8444538e-04]",12:48.1
Angry,0,"[3.7691140e-01 2.9873793e-04 1.0994115e-01 9.9976442e-04 2.7202553e-01
 2.3719466e-01 2.6286482e-03]",12:48.2
Neutral,4,"[1.7000756e-01 5.2739575e-05 7.6395936e-02 7.0541524e-03 4.9221697e-01
 2.5401655e-01 2.5605879e-04]",12:48.2
Neutral,4,"[7.5174071e-02 5.0771901e-05 1.8704643e-02 6.1494146e-02 4.5149547e-01
 3.9291593e-01 1.6493475e-04]",12:48.4
Sad,5,"[1.3168202e-01 1.5396463e-05 6.4239576e-02 1.3826966e-02 2.1602640e-01
 5.7418901e-01 2.0576983e-05]",12:48.5
Sad,5,"[1.16810486e-01 1.71665415e-05 7.76603669e-02 4.67017014e-03
 4.03624028e-02 7.60461152e-01 1.82053464e-05]",12:48.6
Sad,5,"[9.1296092e-02 2.5916941e-04 9.6508548e-02 3.9881226e-02 5.4638453e-02
 7.1736455e-01 5.1927491e-05]",12:48.7
Sad,5,"[2.7975324e-01 1.3040315e-04 8.3311565e-02 7.5717464e-02 1.6760741e-01
 3.9345744e-01 2.2440410e-05]",12:48.8
Neutral,4,"[1.4474423e-01 2.1913422e-05 9.1552936e-02 3.0316742e-02 4.2815500e-01
 3.0520239e-01 6.7999104e-06]",12:49.2
Neutral,4,"[6.5904759e-02 3.7809019e-04 6.2675528e-02 2.4088651e-01 3.2897893e-01
 3.0110365e-01 7.2541443e-05]",12:49.3
Sad,5,"[1.2974536e-01 2.3267313e-04 7.5230621e-02 6.4274773e-02 2.6802239e-01
 4.6234998e-01 1.4417584e-04]",12:49.4
Sad,5,"[1.9026715e-01 3.7869038e-05 7.4839965e-02 6.6479095e-03 2.1621546e-01
 5.1198322e-01 8.4479198e-06]",12:49.6
Sad,5,"[2.8025547e-01 3.9754865e-05 6.8789914e-02 5.7984881e-02 1.2709911e-01
 4.6582210e-01 8.9189534e-06]",12:49.8
Sad,5,"[1.37931153e-01 1.25623759e-04 7.42747784e-02 1.13096334e-01
 3.06079417e-01 3.68337244e-01 1.55473492e-04]",12:49.9
Neutral,4,"[1.03263274e-01 1.04700666e-05 5.73563911e-02 1.81376860e-02
 4.31016594e-01 3.90175492e-01 4.00878598e-05]",12:50.0
Sad,5,"[2.2117284e-01 9.3341070e-05 8.1458904e-02 9.6691959e-02 1.4774248e-01
 4.5282400e-01 1.6546204e-05]",12:50.1
Sad,5,"[1.3804561e-01 5.7526840e-06 4.3091267e-02 2.5057679e-03 2.9017660e-01
 5.2617431e-01 6.4770859e-07]",12:50.2
Sad,5,"[1.5417250e-01 1.2362596e-05 1.5984905e-01 6.8271803e-03 2.2547148e-01
 4.5360795e-01 5.9432492e-05]",12:50.2
Neutral,4,"[3.2032724e-02 3.8687103e-06 8.6895451e-03 1.3449292e-01 6.6983902e-01
 1.5493989e-01 2.0098148e-06]",12:50.3
Sad,5,"[5.2492134e-02 4.4970633e-07 1.7769724e-02 3.6954074e-03 2.3031306e-01
 6.9572759e-01 1.6914055e-06]",12:50.5
Sad,5,"[1.1353854e-01 1.0659260e-05 4.7017623e-02 2.5973691e-02 3.2043964e-01
 4.9301699e-01 2.9802816e-06]",12:50.6
Sad,5,"[1.2793474e-01 1.5391702e-03 7.3284179e-02 9.4300486e-02 1.5087169e-01
 5.5198294e-01 8.6779983e-05]",12:50.7
Sad,5,"[4.6716072e-02 4.4694025e-06 4.1871954e-02 4.8661637e-03 2.8826487e-01
 6.1827201e-01 4.4535409e-06]",12:50.8
Sad,5,"[5.0233532e-02 7.5789699e-06 9.2050387e-03 5.2531227e-02 3.3686623e-01
 5.5114609e-01 1.0317351e-05]",12:50.9
Sad,5,"[9.6268490e-02 3.2837816e-05 5.2218448e-02 6.7763254e-02 3.1869945e-01
 4.6500060e-01 1.6919103e-05]",12:51.0
Sad,5,"[3.04099530e-01 5.56954274e-06 1.87260628e-01 1.13117965e-02
 1.73008859e-01 3.24310035e-01 3.58569378e-06]",12:51.1
Sad,5,"[1.58180371e-01 1.42030402e-07 1.04444504e-01 7.96066411e-03
 1.59788117e-01 5.69624484e-01 1.71753004e-06]",12:51.3
Sad,5,"[1.3165320e-01 7.7618370e-07 1.3572231e-01 4.9106455e-03 6.9471925e-02
 6.5824068e-01 4.4916283e-07]",12:51.4
Sad,5,"[1.8195313e-01 7.6066617e-06 9.6561790e-02 3.9184768e-02 6.3392632e-02
 6.1889726e-01 2.8197576e-06]",12:51.5
Sad,5,"[2.7111509e-01 1.9799015e-06 4.1912403e-02 6.5576300e-02 1.7571574e-01
 4.4567448e-01 4.0460077e-06]",12:51.6
Sad,5,"[9.5914342e-02 5.3982637e-07 4.2708613e-02 2.9838081e-02 3.8225427e-01
 4.4928259e-01 1.6352899e-06]",12:51.6
Sad,5,"[1.11806646e-01 1.94220484e-05 7.88133740e-02 6.49996623e-02
 1.13772348e-01 6.30565464e-01 2.30623627e-05]",12:51.8
Sad,5,"[6.0964949e-02 6.5137016e-07 1.9897744e-02 3.4358870e-02 4.1737816e-01
 4.6739951e-01 1.3984003e-07]",12:51.9
Sad,5,"[1.08062908e-01 4.42240416e-05 5.84604777e-02 1.11872636e-01
 7.01653212e-02 6.51392460e-01 1.95311600e-06]",12:52.1
Neutral,4,"[2.9630404e-02 6.0548500e-06 1.5994160e-02 1.0140493e-01 4.6016443e-01
 3.9279887e-01 1.0736029e-06]",12:52.2
Sad,5,"[1.2985323e-01 9.0165821e-07 4.4603325e-02 2.1248862e-02 2.7586707e-01
 5.2842534e-01 1.2692218e-06]",12:52.3
Sad,5,"[1.5962364e-01 1.5798103e-05 9.4895154e-02 6.1540208e-03 2.2420862e-01
 5.1510036e-01 2.3893001e-06]",12:52.4
Sad,5,"[1.8659200e-01 1.3543997e-04 6.4776577e-02 5.2220770e-03 3.0562091e-01
 4.3754119e-01 1.1185819e-04]",12:52.5
Sad,5,"[2.4507177e-01 5.6602567e-04 1.1330644e-01 1.1134643e-02 1.9209452e-01
 4.3770522e-01 1.2149007e-04]",12:52.6
Angry,0,"[4.4132459e-01 1.1314453e-05 1.0686810e-01 3.8950527e-03 2.2879804e-02
 4.2501605e-01 5.0736035e-06]",12:52.7
Sad,5,"[3.0375165e-01 4.6057385e-06 2.1422704e-01 8.7757772e-03 3.4917627e-02
 4.3829840e-01 2.4841038e-05]",12:52.8
Sad,5,"[1.8600000e-01 1.7219887e-06 1.5726706e-01 4.2278972e-03 1.2487211e-01
 5.2759010e-01 4.1081152e-05]",12:52.9
Sad,5,"[0.31624177 0.00043359 0.14393781 0.01434022 0.10355358 0.41926023
 0.00223284]",12:53.0
Sad,5,"[1.8701257e-01 2.3685845e-04 1.2552866e-01 1.7976109e-02 1.7189828e-01
 4.9699208e-01 3.5552835e-04]",12:53.1
Sad,5,"[1.4659803e-01 2.3335793e-05 7.4888818e-02 4.6535102e-03 1.3780773e-01
 6.3597423e-01 5.4406417e-05]",12:53.2
Sad,5,"[3.9631569e-01 1.9237680e-04 9.2059158e-02 1.4077098e-03 4.5735743e-02
 4.6428096e-01 8.4259964e-06]",12:53.6
Sad,5,"[8.4178336e-02 1.9574401e-03 5.6167819e-02 1.8851124e-02 5.0671507e-02
 7.8816110e-01 1.2662527e-05]",12:53.8
Sad,5,"[8.7487608e-02 1.4699326e-05 5.2109640e-02 1.4984357e-03 1.6713859e-01
 6.9174796e-01 3.0476961e-06]",12:54.0
Sad,5,"[1.1191336e-01 6.3235995e-05 1.6966023e-02 6.8242534e-04 1.2438643e-01
 7.4598813e-01 3.3283166e-07]",12:54.1
Sad,5,"[2.4734187e-01 1.4236140e-03 2.2123770e-01 9.1355825e-03 6.6226557e-02
 4.5435268e-01 2.8199804e-04]",12:54.2
Sad,5,"[0.21219108 0.00173933 0.27067158 0.01625845 0.05270541 0.44567993
 0.00075429]",12:54.3
Sad,5,"[9.3427695e-02 3.5083957e-04 2.8594178e-01 2.8374353e-02 1.1613848e-01
 4.7466084e-01 1.1059716e-03]",12:54.6
Angry,0,"[3.6240685e-01 2.6794241e-05 2.4180055e-01 1.1723228e-03 8.0468960e-02
 3.1403321e-01 9.1308953e-05]",12:54.7
Sad,5,"[0.30787346 0.00060891 0.10153338 0.00243987 0.09989908 0.487066
 0.00057933]",12:54.9
Sad,5,"[2.4485742e-01 9.5180156e-05 4.9580012e-02 4.6709811e-04 1.6479504e-01
 5.4019046e-01 1.4812895e-05]",12:55.0
Sad,5,"[0.21524516 0.00077035 0.10910442 0.04884037 0.1514704  0.47339138
 0.00117801]",12:55.1
Sad,5,"[1.3799985e-01 6.5070650e-05 5.3277127e-02 2.7502771e-03 3.2061231e-01
 4.8515588e-01 1.3947333e-04]",12:55.2
Sad,5,"[0.14192356 0.00169678 0.07137354 0.05732863 0.176925   0.5495794
 0.00117304]",12:55.3
Sad,5,"[9.7658418e-02 4.6069338e-04 6.6058137e-02 6.9981799e-02 1.6540310e-01
 6.0041273e-01 2.5155272e-05]",12:55.7
Sad,5,"[1.6447662e-01 1.7671462e-04 9.8064736e-02 4.5897178e-02 2.4738225e-01
 4.4320834e-01 7.9407264e-04]",12:55.8
Sad,5,"[0.23294695 0.00290603 0.09237109 0.11200806 0.20176548 0.3575725
 0.00042985]",12:55.9
Sad,5,"[9.86878127e-02 5.78276995e-05 1.19060546e-01 7.02319248e-03
 2.80454069e-01 4.94487941e-01 2.28641351e-04]",12:56.0
Neutral,4,"[1.3102393e-01 1.0336887e-06 2.8032212e-02 6.0107000e-03 4.5754850e-01
 3.7735885e-01 2.4880155e-05]",12:56.1
Sad,5,"[1.9054531e-01 5.3119427e-04 5.6473654e-02 3.5012112e-04 3.3513674e-01
 4.1671878e-01 2.4419642e-04]",12:56.2
Sad,5,"[1.9399907e-01 2.9585979e-04 6.6107847e-02 6.8343250e-04 3.6799359e-01
 3.7053475e-01 3.8545963e-04]",12:56.3
Angry,0,"[5.1967394e-01 5.1416911e-04 3.6723331e-02 4.8579294e-02 1.4362693e-01
 2.4545093e-01 5.4314132e-03]",12:56.4
Sad,5,"[1.4400774e-01 8.8877068e-06 2.2998951e-02 4.8982822e-03 2.7055618e-01
 5.5749583e-01 3.4112556e-05]",12:56.5
Sad,5,"[8.4199816e-02 4.5845900e-05 4.7202211e-02 2.2411994e-03 2.0857206e-01
 6.5771264e-01 2.6180342e-05]",12:56.6
Sad,5,"[1.3286842e-01 5.3573669e-05 7.4085779e-02 1.2949994e-03 1.7580108e-01
 6.1581767e-01 7.8441786e-05]",12:56.7
Sad,5,"[7.5628705e-02 9.6979761e-04 4.2811196e-02 6.8417571e-02 1.4885572e-01
 6.6270041e-01 6.1662431e-04]",12:56.8
Sad,5,"[2.2887838e-01 2.7682446e-03 9.3904436e-02 5.7727460e-02 3.0546391e-01
 3.1097245e-01 2.8505045e-04]",12:56.9
Sad,5,"[3.0704874e-01 1.5096883e-05 5.5592846e-02 2.1450910e-04 2.0470732e-01
 4.3220744e-01 2.1401867e-04]",12:57.1
Sad,5,"[1.5804043e-01 1.5674678e-04 5.5970415e-02 4.1608043e-02 2.0038140e-01
 5.4382157e-01 2.1365217e-05]",12:57.3
Angry,0,"[3.9686096e-01 3.3841876e-05 1.6590758e-01 5.4814410e-03 8.3420098e-02
 3.4829000e-01 6.0127682e-06]",12:57.4
Sad,5,"[0.12079214 0.00036302 0.12267075 0.1810774  0.24923761 0.32538247
 0.00047653]",12:57.6
Sad,5,"[7.9669133e-02 2.6103997e-05 1.3168421e-01 4.4957783e-02 1.3668174e-01
 6.0695815e-01 2.2907658e-05]",12:57.8
Neutral,4,"[5.9440304e-02 9.9402223e-06 1.2127764e-02 1.3952094e-01 6.0910070e-01
 1.7971745e-01 8.2927865e-05]",12:57.9
Sad,5,"[3.2793567e-01 1.9633467e-03 9.1340974e-02 9.1123402e-02 1.1509006e-01
 3.7241542e-01 1.3115624e-04]",12:58.0
Sad,5,"[4.6266697e-02 3.7405198e-04 6.6314653e-02 1.5151097e-01 1.2975915e-01
 6.0571933e-01 5.5142638e-05]",12:58.2
Neutral,4,"[1.7018361e-01 6.0599737e-06 1.1277679e-01 3.4315120e-02 4.0746737e-01
 2.7515307e-01 9.8051154e-05]",12:58.3
Sad,5,"[6.6668704e-02 9.4249612e-04 9.0047069e-02 2.2375146e-01 3.2724034e-02
 5.8586061e-01 5.5843279e-06]",12:58.5
Neutral,4,"[1.4099014e-01 2.8873681e-06 7.6252341e-02 1.1792442e-02 4.9805802e-01
 2.7287659e-01 2.7535003e-05]",12:58.6
Sad,5,"[1.6098128e-01 2.1202066e-05 8.5849553e-02 1.8358845e-02 2.3297794e-01
 5.0173688e-01 7.4201409e-05]",12:58.8
Sad,5,"[2.7656311e-01 8.1091777e-05 8.5793361e-02 6.1637316e-02 2.1918543e-01
 3.5671523e-01 2.4459343e-05]",12:58.9
Sad,5,"[1.07883938e-01 3.85540741e-04 6.97243735e-02 1.23898275e-01
 2.63644785e-01 4.34385389e-01 7.77418973e-05]",12:59.0
Sad,5,"[1.0469556e-01 5.9646500e-05 2.2288434e-01 8.8144504e-03 1.8157971e-01
 4.8185521e-01 1.1114692e-04]",12:59.3
Neutral,4,"[1.0964045e-01 6.6486677e-07 9.7956032e-02 6.2192120e-03 4.2657974e-01
 3.5960075e-01 3.1509662e-06]",12:59.6
Neutral,4,"[1.4428245e-01 8.5132515e-06 2.8206903e-02 3.1592086e-02 5.1675415e-01
 2.7908683e-01 6.9025402e-05]",12:59.7
Neutral,4,"[2.44561389e-01 2.05451855e-04 1.35750815e-01 4.60547283e-02
 3.33786905e-01 2.39536107e-01 1.04564424e-04]",12:59.8
Sad,5,"[8.26903209e-02 6.08966184e-05 3.67412344e-02 4.88877930e-02
 2.66346395e-01 5.65259933e-01 1.33989815e-05]",12:59.9
Sad,5,"[1.2861516e-01 5.7406386e-04 1.0828558e-01 4.6959974e-02 2.2805209e-01
 4.8744920e-01 6.3923166e-05]",13:00.0
Sad,5,"[1.20554194e-01 7.18957628e-04 2.06951320e-01 8.60156268e-02
 9.40610841e-02 4.91442382e-01 2.56436499e-04]",13:00.1
Sad,5,"[2.0938717e-01 3.1510135e-04 8.9193814e-02 8.3279803e-02 2.3439270e-01
 3.8328916e-01 1.4229243e-04]",13:00.3
Sad,5,"[0.37341046 0.01184765 0.14136244 0.02248835 0.06678705 0.3822457
 0.00185845]",13:00.4
Neutral,4,"[5.4842960e-02 2.1507487e-05 5.7522852e-02 1.4164211e-03 7.0975971e-01
 1.7556210e-01 8.7444956e-04]",13:00.5
Sad,5,"[1.9589113e-01 3.8114979e-04 6.2154904e-02 1.7373752e-02 2.6631784e-01
 4.5677695e-01 1.1042834e-03]",13:00.6
Sad,5,"[7.1543060e-02 4.4281725e-04 4.6691790e-02 4.8871715e-02 3.4008518e-01
 4.9217927e-01 1.8620958e-04]",13:00.7
Sad,5,"[2.2857126e-02 1.4112829e-04 2.7692055e-02 2.7141950e-01 1.4329360e-01
 5.3454500e-01 5.1532981e-05]",13:00.8
Sad,5,"[2.1747077e-01 2.4961115e-05 1.1874840e-01 2.4188425e-02 2.4505980e-01
 3.9439440e-01 1.1325485e-04]",13:00.9
Sad,5,"[5.3221915e-02 4.2174198e-04 7.1687922e-02 2.1059597e-02 7.5687446e-02
 7.7786469e-01 5.6770801e-05]",13:01.0
Neutral,4,"[1.58770293e-01 1.34370675e-05 4.27096561e-02 2.71993447e-02
 5.04304290e-01 2.66920626e-01 8.23875671e-05]",13:01.1
Neutral,4,"[0.2641862  0.00279031 0.11535005 0.07113116 0.31594986 0.22931924
 0.00127305]",13:01.2
Neutral,4,"[0.24602365 0.00186576 0.0992896  0.02193824 0.32333484 0.30559698
 0.00195101]",13:01.3
Sad,5,"[0.14650054 0.00047916 0.09128377 0.00286115 0.3284829  0.4293628
 0.00102976]",13:01.4
Sad,5,"[1.9021679e-01 3.4193922e-04 2.1651143e-01 1.1471801e-02 1.8480474e-01
 3.9437294e-01 2.2803666e-03]",13:01.5
Sad,5,"[1.2673734e-01 3.1985157e-05 1.4073959e-01 2.1350583e-04 2.7496892e-01
 4.5654285e-01 7.6570915e-04]",13:01.6
Sad,5,"[1.3700542e-01 1.8474294e-04 1.4628965e-01 1.7760923e-03 1.6645908e-01
 5.4674250e-01 1.5425537e-03]",13:01.7
Neutral,4,"[2.3167433e-01 1.5609410e-04 2.8110923e-02 2.1652976e-01 3.4987789e-01
 1.7265604e-01 9.9492911e-04]",13:01.8
Angry,0,"[0.3417352  0.01502435 0.19761498 0.09785279 0.07991721 0.2553645
 0.01249089]",13:01.9
Neutral,4,"[3.89782153e-02 9.65441213e-05 1.41169345e-02 4.20704372e-02
 8.69643688e-01 3.49415131e-02 1.52704073e-04]",13:02.0
Happy,3,"[8.4159272e-03 4.2154123e-05 7.3779798e-03 5.0523144e-01 4.7117382e-01
 7.6920837e-03 6.6631415e-05]",13:02.1
Sad,5,"[0.3292799  0.00744691 0.14247854 0.00721746 0.08795851 0.42145282
 0.00416594]",13:02.2
Neutral,4,"[0.19222842 0.00193819 0.13017131 0.01720352 0.37720707 0.2795913
 0.00166014]",13:02.3
Neutral,4,"[3.9470680e-02 2.0412521e-05 1.1780627e-02 1.6987290e-02 6.4291805e-01
 2.8877041e-01 5.2507978e-05]",13:02.4
Neutral,4,"[9.0349637e-02 2.0730113e-05 1.1691328e-01 3.0537418e-03 4.9391118e-01
 2.9558530e-01 1.6616139e-04]",13:02.5
Neutral,4,"[1.0325339e-01 1.1721204e-04 1.6969433e-01 2.3222785e-03 4.7749051e-01
 2.4439280e-01 2.7295195e-03]",13:02.6
Neutral,4,"[2.0065734e-01 8.9803973e-05 4.4979822e-02 7.2780461e-04 4.6279621e-01
 2.8990608e-01 8.4283337e-04]",13:02.7
Neutral,4,"[5.4728206e-02 8.2788312e-05 5.5221159e-02 8.8025779e-03 4.6947777e-01
 4.1140205e-01 2.8543628e-04]",13:02.8
Neutral,4,"[6.0644988e-02 2.0803582e-04 4.5747202e-02 5.7505704e-03 5.5246639e-01
 3.3480918e-01 3.7357456e-04]",13:02.9
Sad,5,"[8.5384786e-02 2.1461999e-05 2.1989277e-01 8.7526953e-03 2.1233781e-01
 4.7147900e-01 2.1315259e-03]",13:03.1
Angry,0,"[0.28934205 0.00030084 0.25283852 0.04911088 0.12016156 0.2875631
 0.00068302]",13:03.2
Angry,0,"[0.30356526 0.00096743 0.11263452 0.05499652 0.25806588 0.26903796
 0.00073237]",13:03.4
Fearful,2,"[2.23383382e-01 1.15618524e-04 3.10290784e-01 2.98399460e-02
 2.45623216e-01 1.89566702e-01 1.18040480e-03]",13:03.5
Angry,0,"[0.28777286 0.01141875 0.16096039 0.05248054 0.23807743 0.23853849
 0.01075149]",13:03.6
Sad,5,"[0.2627254  0.0009739  0.03563086 0.04659497 0.30766848 0.34595814
 0.00044825]",13:03.7
Neutral,4,"[1.1057863e-01 3.7427304e-05 3.5588965e-02 1.5666729e-02 5.7121342e-01
 2.6670599e-01 2.0885491e-04]",13:03.8
Neutral,4,"[0.24553932 0.00375423 0.17899182 0.0495827  0.28899345 0.22783959
 0.00529885]",13:03.9
Sad,5,"[3.4428993e-01 4.2680123e-05 6.3392065e-02 5.0376169e-03 1.4262721e-01
 4.4451433e-01 9.6160235e-05]",13:04.0
Neutral,4,"[2.13602051e-01 1.01168946e-04 1.81735933e-01 3.26225330e-04
 3.17066699e-01 2.85434484e-01 1.73348445e-03]",13:04.3
Sad,5,"[2.3202798e-01 3.3229234e-04 1.3314202e-01 2.6009696e-02 2.3494774e-01
 3.7172186e-01 1.8182897e-03]",13:04.4
Neutral,4,"[2.4738212e-01 9.8790973e-05 2.2719771e-01 1.4702269e-02 2.9525945e-01
 2.1009471e-01 5.2648359e-03]",13:04.5
Angry,0,"[0.42851228 0.00119356 0.03787975 0.00269183 0.26007387 0.26411358
 0.00553505]",13:04.8
Sad,5,"[8.4757634e-02 5.2764203e-06 6.4458445e-02 5.5933878e-04 4.0679848e-01
 4.4332561e-01 9.5204508e-05]",13:04.9
Neutral,4,"[8.6266920e-02 1.7895834e-05 3.5534125e-02 5.7033973e-04 5.7560372e-01
 3.0173934e-01 2.6769692e-04]",13:05.0
Neutral,4,"[1.1541755e-01 2.3594887e-06 6.0202673e-02 4.7243456e-03 4.5509738e-01
 3.6447182e-01 8.3912135e-05]",13:05.1
Neutral,4,"[8.7759808e-02 1.0165391e-05 3.1489581e-02 9.1461483e-03 5.7330686e-01
 2.9822814e-01 5.9285638e-05]",13:05.2
Neutral,4,"[1.2264482e-01 5.3336276e-05 4.4024441e-02 6.2347809e-03 4.3132448e-01
 3.9571369e-01 4.4500657e-06]",13:05.5
Fearful,2,"[0.2975267  0.00218282 0.33126417 0.00318564 0.09966151 0.2623432
 0.00383607]",13:05.6
Angry,0,"[0.41800907 0.00153494 0.19405293 0.00056805 0.09673228 0.28833532
 0.00076735]",13:05.9
Sad,5,"[0.33439192 0.01382842 0.13735314 0.01552225 0.12472305 0.36856052
 0.00562069]",13:06.1
Angry,0,"[0.38525125 0.00054391 0.17135751 0.01241969 0.1835993  0.24561578
 0.00121253]",13:06.2
Sad,5,"[0.28642973 0.00078993 0.09783438 0.01183811 0.10139419 0.49718702
 0.0045266 ]",13:06.3
Neutral,4,"[0.03555505 0.00086112 0.02753926 0.11259573 0.54150623 0.28092197
 0.00102066]",13:06.4
Angry,0,"[0.3183472  0.00594464 0.10352574 0.13025396 0.22171324 0.21868332
 0.00153188]",13:06.5
Sad,5,"[1.1771545e-01 7.4649608e-04 1.0234825e-01 1.2068858e-02 2.9422608e-01
 4.7274098e-01 1.5387067e-04]",13:06.6
Happy,3,"[0.32479292 0.00240768 0.0568508  0.33784965 0.11330843 0.16267855
 0.002112  ]",13:06.7
