labels,classes,predictions,time
Neutral,4,"[1.1585195e-02 4.9352006e-10 1.9620631e-03 6.4578773e-05 9.8510230e-01
 1.0115546e-03 2.7437141e-04]",2021-07-12 22:41:18.331374
Neutral,4,"[1.1585195e-02 4.9352006e-10 1.9620631e-03 6.4578773e-05 9.8510230e-01
 1.0115546e-03 2.7437141e-04]",2021-07-12 22:41:18.449385
Angry,0,"[9.9029422e-01 1.5868052e-05 7.3043741e-03 1.6615104e-05 1.6725092e-04
 2.1954477e-03 6.2280023e-06]",2021-07-12 22:41:18.562394
Neutral,4,"[5.4068337e-03 1.3720482e-10 1.6404036e-02 1.3953479e-04 8.2608277e-01
 1.5195769e-01 9.1780566e-06]",2021-07-12 22:41:18.680325
Angry,0,"[7.40087688e-01 1.15994055e-07 7.16098165e-03 1.30291830e-03
 3.13251093e-02 2.20116198e-01 7.06136188e-06]",2021-07-12 22:41:18.792338
Angry,0,"[9.9308687e-01 6.1888883e-08 1.2819452e-03 2.7542686e-04 3.9779446e-03
 1.1583044e-03 2.1920861e-04]",2021-07-12 22:41:18.934345
Neutral,4,"[4.3904909e-01 1.2393016e-08 2.1940634e-02 8.8461826e-04 5.1577020e-01
 2.1456717e-02 8.9877780e-04]",2021-07-12 22:41:19.056356
Angry,0,"[9.6826839e-01 2.1218174e-08 2.5056249e-03 8.5618556e-04 2.4026956e-02
 3.9539682e-03 3.8871658e-04]",2021-07-12 22:41:19.179368
Angry,0,"[9.9051416e-01 2.7134508e-04 8.0174319e-03 2.4186970e-06 1.2928321e-05
 1.1809285e-03 9.0367263e-07]",2021-07-12 22:41:19.298373
Neutral,4,"[2.9519490e-06 8.9047612e-13 1.7405291e-06 1.4657081e-07 9.9998534e-01
 1.2656200e-07 9.6208505e-06]",2021-07-12 22:41:19.413383
Neutral,4,"[2.9519490e-06 8.9047612e-13 1.7405291e-06 1.4657081e-07 9.9998534e-01
 1.2656200e-07 9.6208505e-06]",2021-07-12 22:41:19.531391
Neutral,4,"[2.3208468e-03 5.6038344e-11 1.6001797e-03 1.8630588e-05 9.9433351e-01
 1.6596351e-03 6.7236084e-05]",2021-07-12 22:41:19.646399
Angry,0,"[9.4937044e-01 7.6542925e-08 6.3770851e-03 5.1497796e-04 4.0114433e-02
 2.7948169e-03 8.2806067e-04]",2021-07-12 22:41:19.766422
Neutral,4,"[9.5633697e-04 2.7817904e-11 4.4134751e-04 1.4628131e-05 9.9830437e-01
 2.1788734e-04 6.5440800e-05]",2021-07-12 22:41:19.897430
Neutral,4,"[4.7873169e-02 1.0398954e-08 3.4269134e-03 1.4127629e-04 9.4642770e-01
 3.2091088e-04 1.8099824e-03]",2021-07-12 22:41:20.008372
Neutral,4,"[1.1235907e-03 1.8997370e-11 5.3665863e-04 3.0034354e-05 9.9799663e-01
 2.4064093e-04 7.2308314e-05]",2021-07-12 22:41:20.126391
Angry,0,"[9.4708204e-01 4.0894665e-07 7.7598821e-04 5.2453141e-04 4.6098351e-02
 6.5326749e-05 5.4532415e-03]",2021-07-12 22:41:20.233391
Neutral,4,"[4.6510570e-02 1.1469006e-08 2.1114883e-03 1.5030849e-04 9.4897169e-01
 1.7049443e-04 2.0855048e-03]",2021-07-12 22:41:20.386402
Neutral,4,"[1.5087600e-04 1.3909841e-11 5.0059134e-05 3.6098472e-06 9.9974447e-01
 8.0501777e-06 4.2917436e-05]",2021-07-12 22:41:20.520410
Sad,5,"[5.0409317e-06 1.9349532e-11 3.7955632e-04 6.9008263e-07 5.8574736e-04
 9.9902892e-01 1.9093297e-12]",2021-07-12 22:41:20.663424
Neutral,4,"[7.4489781e-04 2.9584876e-11 8.4955813e-03 2.5993091e-05 7.7787840e-01
 2.1285430e-01 8.0633691e-07]",2021-07-12 22:41:20.820433
Neutral,4,"[1.6741376e-04 4.7760775e-12 2.9581555e-03 5.6682893e-06 9.0286005e-01
 9.4008416e-02 3.3040504e-07]",2021-07-12 22:41:20.963448
Neutral,4,"[3.9464533e-03 2.0404697e-10 1.1942139e-02 6.4570566e-05 7.6822913e-01
 2.1581495e-01 2.7757458e-06]",2021-07-12 22:41:21.080452
Sad,5,"[9.5321886e-02 5.0987317e-08 3.1550154e-02 4.2988179e-04 8.8049531e-02
 7.8464705e-01 1.4819532e-06]",2021-07-12 22:41:21.199461
Neutral,4,"[1.2425156e-04 5.8286167e-12 9.1428647e-04 3.1818224e-06 9.8198235e-01
 1.6975485e-02 4.9804459e-07]",2021-07-12 22:41:21.303467
Neutral,4,"[2.9720337e-04 6.5079062e-12 2.7946779e-03 8.4722542e-06 9.4652808e-01
 5.0370622e-02 9.5029679e-07]",2021-07-12 22:41:21.410481
Neutral,4,"[2.9720337e-04 6.5079062e-12 2.7946779e-03 8.4722542e-06 9.4652808e-01
 5.0370622e-02 9.5029679e-07]",2021-07-12 22:41:21.514488
Sad,5,"[6.4047100e-03 1.5862756e-09 1.5889473e-02 9.7491029e-05 1.8480283e-01
 7.9280525e-01 3.1018371e-07]",2021-07-12 22:41:21.623497
Neutral,4,"[1.5061578e-03 1.3756080e-11 3.6216420e-03 2.2559425e-05 9.8640269e-01
 8.4180404e-03 2.8962620e-05]",2021-07-12 22:41:21.728515
